Order_id,Quantity,Year,Month,Weekdays,Order_Time, Cost_Price , Total_Sales ,Pizza_Size,Pizza_Category,Pizza_Name
13499,1,2015,Apr,Fri,12:48:00, 16.00 , 16.00 ,M,Veggie,The Vegetables + Vegetables Pizza
13500,1,2015,Apr,Fri,12:49:00, 12.75 , 12.75 ,S,Veggie,The Italian Vegetables Pizza
13501,1,2015,Apr,Fri,13:11:00, 20.75 , 20.75 ,L,Chicken,The Southwest Chicken Pizza
13502,1,2015,Apr,Fri,13:33:00, 20.75 , 20.75 ,L,Chicken,The Barbecue Chicken Pizza
13503,1,2015,Apr,Fri,13:33:00, 16.75 , 16.75 ,M,Chicken,The California Chicken Pizza
13504,1,2015,Apr,Fri,13:33:00, 16.50 , 16.50 ,L,Classic,The Hawaiian Pizza
13505,1,2015,Apr,Fri,13:33:00, 20.75 , 20.75 ,L,Supreme,The Italian Supreme Pizza
13506,1,2015,Apr,Fri,13:33:00, 12.00 , 12.00 ,S,Veggie,The Mediterranean Pizza
13507,1,2015,Apr,Fri,13:33:00, 20.75 , 20.75 ,L,Supreme,The Pepper Salami Pizza
13508,1,2015,Apr,Fri,13:33:00, 12.50 , 12.50 ,S,Supreme,The Soppressata Pizza
13509,1,2015,Apr,Fri,13:33:00, 16.00 , 16.00 ,M,Classic,The Greek Pizza
13510,1,2015,Apr,Fri,13:33:00, 25.50 , 25.50 ,XL,Classic,The Greek Pizza
13511,1,2015,Apr,Fri,14:02:00, 20.25 , 20.25 ,L,Veggie,The Mexicana Pizza
13512,1,2015,Apr,Fri,14:02:00, 35.95 , 35.95 ,XXL,Classic,The Greek Pizza
13513,1,2015,Apr,Fri,14:07:00, 25.50 , 25.50 ,XL,Classic,The Greek Pizza
13514,1,2015,Apr,Fri,14:40:00, 16.75 , 16.75 ,M,Chicken,The Thai Chicken Pizza
13515,1,2015,Apr,Fri,14:44:00, 16.75 , 16.75 ,M,Chicken,The Barbecue Chicken Pizza
13516,1,2015,Apr,Fri,14:44:00, 12.75 , 12.75 ,S,Chicken,The Barbecue Chicken Pizza
13517,1,2015,Apr,Fri,14:44:00, 18.50 , 18.50 ,L,Veggie,The Five Cheese Pizza
13518,1,2015,Apr,Fri,14:44:00, 12.50 , 12.50 ,M,Classic,The Pepperoni Pizza
13519,1,2015,Apr,Fri,14:44:00, 16.50 , 16.50 ,M,Supreme,The Spinach Supreme Pizza
13520,1,2015,Apr,Fri,14:44:00, 20.50 , 20.50 ,L,Classic,The Greek Pizza
13521,1,2015,Apr,Fri,15:24:00, 12.75 , 12.75 ,S,Chicken,The Chicken Pesto Pizza
13522,1,2015,Apr,Fri,15:24:00, 17.50 , 17.50 ,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
13523,1,2015,Apr,Fri,15:38:00, 12.00 , 12.00 ,S,Veggie,The Green Garden Pizza
13524,1,2015,Apr,Fri,15:48:00, 16.75 , 16.75 ,M,Chicken,The Chicken Alfredo Pizza
13525,1,2015,Apr,Fri,15:52:00, 20.75 , 20.75 ,L,Chicken,The Chicken Pesto Pizza
13526,1,2015,Apr,Fri,15:52:00, 12.25 , 12.25 ,S,Supreme,The Sicilian Pizza
13527,1,2015,Apr,Fri,15:52:00, 12.50 , 12.50 ,S,Supreme,The Spicy Italian Pizza
13528,1,2015,Apr,Fri,15:52:00, 25.50 , 25.50 ,XL,Classic,The Greek Pizza
13529,1,2015,Apr,Fri,16:03:00, 18.50 , 18.50 ,L,Veggie,The Five Cheese Pizza
13530,1,2015,Apr,Fri,16:03:00, 16.50 , 16.50 ,L,Classic,The Hawaiian Pizza
13531,1,2015,Apr,Fri,16:06:00, 12.00 , 12.00 ,S,Classic,The Classic Deluxe Pizza
13532,1,2015,Apr,Fri,16:32:00, 12.00 , 12.00 ,S,Veggie,The Mediterranean Pizza
13533,1,2015,Apr,Fri,16:36:00, 20.50 , 20.50 ,L,Classic,The Italian Capocollo Pizza
13534,1,2015,Apr,Fri,16:36:00, 16.50 , 16.50 ,M,Supreme,The Italian Supreme Pizza
13535,1,2015,Apr,Fri,16:36:00, 16.75 , 16.75 ,M,Chicken,The Southwest Chicken Pizza
13536,1,2015,Apr,Fri,16:36:00, 16.75 , 16.75 ,M,Chicken,The Thai Chicken Pizza
13537,1,2015,Apr,Fri,16:51:00, 16.00 , 16.00 ,M,Classic,The Classic Deluxe Pizza
13538,1,2015,Apr,Fri,16:51:00, 16.00 , 16.00 ,M,Veggie,The Spinach and Feta Pizza
13539,1,2015,Apr,Fri,16:51:00, 20.75 , 20.75 ,L,Chicken,The Thai Chicken Pizza
13540,1,2015,Apr,Fri,16:59:00, 20.50 , 20.50 ,L,Classic,The Italian Capocollo Pizza
13541,1,2015,Apr,Fri,17:31:00, 17.95 , 17.95 ,L,Veggie,The Four Cheese Pizza
13542,1,2015,Apr,Fri,17:31:00, 20.75 , 20.75 ,L,Supreme,The Pepper Salami Pizza
13543,1,2015,Apr,Fri,17:31:00, 12.00 , 12.00 ,S,Veggie,The Spinach and Feta Pizza
13544,1,2015,Apr,Fri,17:31:00, 20.75 , 20.75 ,L,Chicken,The Thai Chicken Pizza
13545,1,2015,Apr,Fri,17:32:00, 20.75 , 20.75 ,L,Supreme,The Pepper Salami Pizza
13546,1,2015,Apr,Fri,17:32:00, 16.75 , 16.75 ,M,Chicken,The Thai Chicken Pizza
13547,1,2015,Apr,Fri,17:38:00, 20.75 , 20.75 ,L,Supreme,The Spicy Italian Pizza
13548,1,2015,Apr,Fri,17:39:00, 10.50 , 10.50 ,S,Classic,The Hawaiian Pizza
13549,1,2015,Apr,Fri,17:39:00, 21.00 , 21.00 ,L,Veggie,The Italian Vegetables Pizza
13550,1,2015,Apr,Fri,17:40:00, 12.75 , 12.75 ,S,Chicken,The Chicken Pesto Pizza
13551,1,2015,Apr,Fri,17:40:00, 13.25 , 13.25 ,M,Classic,The Hawaiian Pizza
13552,1,2015,Apr,Fri,17:40:00, 12.00 , 12.00 ,S,Veggie,The Mediterranean Pizza
13553,1,2015,Apr,Fri,17:40:00, 12.00 , 12.00 ,S,Veggie,The Spinach and Feta Pizza
13554,1,2015,Apr,Fri,17:40:00, 10.50 , 10.50 ,S,Classic,The Hawaiian Pizza
13555,1,2015,Apr,Fri,17:40:00, 20.25 , 20.25 ,L,Supreme,The Sicilian Pizza
13556,1,2015,Apr,Fri,17:43:00, 16.50 , 16.50 ,M,Supreme,The Italian Supreme Pizza
13557,1,2015,Apr,Fri,17:43:00, 17.50 , 17.50 ,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
13558,1,2015,Apr,Fri,17:43:00, 20.75 , 20.75 ,L,Chicken,The Southwest Chicken Pizza
13559,1,2015,Apr,Fri,17:47:00, 20.25 , 20.25 ,L,Veggie,The Mexicana Pizza
13560,1,2015,Apr,Fri,17:56:00, 16.00 , 16.00 ,M,Classic,The Classic Deluxe Pizza
13561,1,2015,Apr,Fri,17:56:00, 10.50 , 10.50 ,S,Classic,The Hawaiian Pizza
13562,1,2015,Apr,Fri,17:56:00, 20.75 , 20.75 ,L,Supreme,The Italian Supreme Pizza
13563,1,2015,Apr,Fri,17:56:00, 16.00 , 16.00 ,M,Veggie,The Mediterranean Pizza
13564,1,2015,Apr,Fri,18:31:00, 14.75 , 14.75 ,M,Veggie,The Four Cheese Pizza
13565,1,2015,Apr,Fri,18:31:00, 16.00 , 16.00 ,M,Veggie,The Mexicana Pizza
13566,1,2015,Apr,Fri,18:31:00, 16.25 , 16.25 ,M,Supreme,The Sicilian Pizza
13567,1,2015,Apr,Fri,18:31:00, 20.75 , 20.75 ,L,Supreme,The Soppressata Pizza
13568,1,2015,Apr,Fri,18:35:00, 16.75 , 16.75 ,M,Chicken,The California Chicken Pizza
13569,1,2015,Apr,Fri,18:35:00, 18.50 , 18.50 ,L,Veggie,The Five Cheese Pizza
13570,1,2015,Apr,Fri,18:41:00, 20.75 , 20.75 ,L,Chicken,The California Chicken Pizza
13571,1,2015,Apr,Fri,18:41:00, 11.00 , 11.00 ,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
13572,1,2015,Apr,Fri,18:41:00, 20.75 , 20.75 ,L,Chicken,The Southwest Chicken Pizza
13573,1,2015,Apr,Fri,18:41:00, 20.25 , 20.25 ,L,Veggie,The Spinach and Feta Pizza
13574,1,2015,Apr,Fri,18:41:00, 16.50 , 16.50 ,M,Supreme,The Spinach Supreme Pizza
13575,1,2015,Apr,Fri,18:41:00, 20.75 , 20.75 ,L,Chicken,The Thai Chicken Pizza
13576,1,2015,Apr,Fri,18:41:00, 12.00 , 12.00 ,S,Veggie,The Vegetables + Vegetables Pizza
13577,1,2015,Apr,Fri,18:51:00, 16.00 , 16.00 ,M,Classic,The Classic Deluxe Pizza
13578,1,2015,Apr,Fri,18:51:00, 14.50 , 14.50 ,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
13579,1,2015,Apr,Fri,18:56:00, 17.95 , 17.95 ,L,Veggie,The Four Cheese Pizza
13580,1,2015,Apr,Fri,18:56:00, 20.75 , 20.75 ,L,Supreme,The Pepper Salami Pizza
13581,1,2015,Apr,Fri,18:56:00, 20.75 , 20.75 ,L,Supreme,The Spicy Italian Pizza
13582,1,2015,Apr,Fri,20:02:00, 17.95 , 17.95 ,L,Veggie,The Four Cheese Pizza
13583,1,2015,Apr,Fri,20:02:00, 16.50 , 16.50 ,M,Supreme,The Italian Supreme Pizza
13584,1,2015,Apr,Fri,20:02:00, 20.25 , 20.25 ,L,Veggie,The Mexicana Pizza
13585,1,2015,Apr,Fri,20:02:00, 12.50 , 12.50 ,S,Supreme,The Prosciutto and Arugula Pizza
13586,1,2015,Apr,Fri,20:04:00, 12.00 , 12.00 ,S,Classic,The Classic Deluxe Pizza
13587,1,2015,Apr,Fri,20:04:00, 17.95 , 17.95 ,L,Veggie,The Four Cheese Pizza
13588,1,2015,Apr,Fri,20:04:00, 12.50 , 12.50 ,S,Supreme,The Soppressata Pizza
13589,1,2015,Apr,Fri,20:04:00, 16.75 , 16.75 ,M,Chicken,The Thai Chicken Pizza
13590,1,2015,Apr,Fri,20:32:00, 12.75 , 12.75 ,S,Veggie,The Italian Vegetables Pizza
13591,1,2015,Apr,Fri,20:42:00, 20.75 , 20.75 ,L,Supreme,The Pepper Salami Pizza
13592,1,2015,Apr,Fri,20:44:00, 17.95 , 17.95 ,L,Veggie,The Four Cheese Pizza
13593,1,2015,Apr,Fri,20:44:00, 10.50 , 10.50 ,S,Classic,The Hawaiian Pizza
13594,1,2015,Apr,Fri,20:44:00, 16.75 , 16.75 ,M,Veggie,The Italian Vegetables Pizza
13595,1,2015,Apr,Fri,20:44:00, 25.50 , 25.50 ,XL,Classic,The Greek Pizza
13596,1,2015,Apr,Fri,20:44:00, 12.75 , 12.75 ,S,Chicken,The Barbecue Chicken Pizza
13597,1,2015,Apr,Fri,20:44:00, 20.50 , 20.50 ,L,Classic,The Greek Pizza
13598,1,2015,Apr,Fri,20:46:00, 12.50 , 12.50 ,M,Classic,The Pepperoni Pizza
13599,1,2015,Apr,Fri,20:48:00, 16.50 , 16.50 ,L,Classic,The Hawaiian Pizza
13600,1,2015,Apr,Fri,20:48:00, 16.00 , 16.00 ,M,Classic,The Italian Capocollo Pizza
13601,1,2015,Apr,Fri,20:48:00, 12.00 , 12.00 ,S,Classic,The Napolitana Pizza
13602,1,2015,Apr,Fri,20:48:00, 20.75 , 20.75 ,L,Supreme,The Pepper Salami Pizza
13603,1,2015,Apr,Fri,20:54:00, 16.75 , 16.75 ,M,Chicken,The Chicken Alfredo Pizza
13604,1,2015,Apr,Fri,20:54:00, 16.00 , 16.00 ,M,Veggie,The Mexicana Pizza
13605,1,2015,Apr,Fri,20:54:00, 20.75 , 20.75 ,L,Supreme,The Spicy Italian Pizza
13606,1,2015,Apr,Fri,20:54:00, 20.75 , 20.75 ,L,Supreme,The Spinach Supreme Pizza
13607,1,2015,Apr,Fri,20:55:00, 20.25 , 20.25 ,L,Veggie,The Mediterranean Pizza
13608,1,2015,Apr,Fri,21:27:00, 20.25 , 20.25 ,L,Veggie,The Mediterranean Pizza
13609,1,2015,Apr,Fri,21:27:00, 12.50 , 12.50 ,M,Classic,The Pepperoni Pizza
13610,1,2015,Apr,Fri,21:27:00, 20.75 , 20.75 ,L,Supreme,The Prosciutto and Arugula Pizza
13611,1,2015,Apr,Fri,21:44:00, 16.75 , 16.75 ,M,Chicken,The California Chicken Pizza
13612,1,2015,Apr,Fri,21:44:00, 20.50 , 20.50 ,L,Classic,The Italian Capocollo Pizza
13613,1,2015,Apr,Fri,21:44:00, 12.50 , 12.50 ,S,Supreme,The Spicy Italian Pizza
13614,1,2015,Apr,Fri,21:44:00, 16.75 , 16.75 ,M,Chicken,The Thai Chicken Pizza
13615,1,2015,Apr,Fri,22:13:00, 16.00 , 16.00 ,M,Veggie,The Green Garden Pizza
13616,1,2015,Apr,Fri,22:13:00, 20.75 , 20.75 ,L,Supreme,The Italian Supreme Pizza
13617,1,2015,Apr,Fri,22:13:00, 12.25 , 12.25 ,S,Supreme,The Sicilian Pizza
13618,1,2015,Apr,Fri,22:13:00, 20.75 , 20.75 ,L,Supreme,The Soppressata Pizza
13619,1,2015,Apr,Fri,22:27:00, 16.00 , 16.00 ,M,Classic,The Classic Deluxe Pizza
13620,1,2015,Apr,Fri,22:27:00, 16.50 , 16.50 ,M,Supreme,The Pepper Salami Pizza
13621,1,2015,Apr,Fri,22:27:00, 20.75 , 20.75 ,L,Supreme,The Spicy Italian Pizza
13622,1,2015,Apr,Fri,22:45:00, 16.50 , 16.50 ,M,Supreme,The Prosciutto and Arugula Pizza
13623,1,2015,Apr,Fri,22:45:00, 16.50 , 16.50 ,M,Veggie,The Spinach Pesto Pizza
13624,1,2015,Apr,Fri,23:04:00, 14.75 , 14.75 ,M,Veggie,The Four Cheese Pizza
13625,1,2015,Apr,Fri,23:04:00, 16.50 , 16.50 ,M,Supreme,The Soppressata Pizza
13626,1,2015,Apr,Fri,23:04:00, 12.50 , 12.50 ,S,Supreme,The Spicy Italian Pizza
13627,1,2015,Apr,Sat,11:58:00, 16.25 , 16.25 ,M,Supreme,The Sicilian Pizza
13628,1,2015,Apr,Sat,12:12:00, 20.25 , 20.25 ,L,Veggie,The Mexicana Pizza
13629,1,2015,Apr,Sat,12:12:00, 16.00 , 16.00 ,M,Veggie,The Spinach and Feta Pizza
13630,1,2015,Apr,Sat,12:19:00, 12.00 , 12.00 ,S,Classic,The Big Meat Pizza
13631,1,2015,Apr,Sat,12:19:00, 20.75 , 20.75 ,L,Chicken,The California Chicken Pizza
13632,1,2015,Apr,Sat,12:19:00, 20.75 , 20.75 ,L,Chicken,The Chicken Alfredo Pizza
13633,1,2015,Apr,Sat,12:19:00, 16.00 , 16.00 ,M,Classic,The Classic Deluxe Pizza
13634,1,2015,Apr,Sat,12:19:00, 14.75 , 14.75 ,M,Veggie,The Four Cheese Pizza
13635,1,2015,Apr,Sat,12:19:00, 17.50 , 17.50 ,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
13636,1,2015,Apr,Sat,12:19:00, 20.75 , 20.75 ,L,Supreme,The Pepper Salami Pizza
13637,1,2015,Apr,Sat,12:19:00, 12.25 , 12.25 ,S,Supreme,The Sicilian Pizza
13638,1,2015,Apr,Sat,12:19:00, 20.75 , 20.75 ,L,Chicken,The Southwest Chicken Pizza
13639,1,2015,Apr,Sat,12:19:00, 20.75 , 20.75 ,L,Chicken,The Thai Chicken Pizza
13640,1,2015,Apr,Sat,12:19:00, 20.25 , 20.25 ,L,Veggie,The Vegetables + Vegetables Pizza
13641,1,2015,Apr,Sat,13:07:00, 16.25 , 16.25 ,M,Supreme,The Calabrese Pizza
13642,1,2015,Apr,Sat,13:07:00, 13.25 , 13.25 ,M,Classic,The Hawaiian Pizza
13643,1,2015,Apr,Sat,13:07:00, 16.25 , 16.25 ,M,Supreme,The Sicilian Pizza
13644,1,2015,Apr,Sat,13:07:00, 16.00 , 16.00 ,M,Veggie,The Spinach and Feta Pizza
13645,1,2015,Apr,Sat,13:08:00, 23.65 , 23.65 ,S,Supreme,The Brie Carre Pizza
13646,1,2015,Apr,Sat,13:13:00, 20.75 , 20.75 ,L,Supreme,The Soppressata Pizza
13647,1,2015,Apr,Sat,13:33:00, 16.25 , 16.25 ,M,Supreme,The Calabrese Pizza
13648,1,2015,Apr,Sat,13:35:00, 18.50 , 18.50 ,L,Veggie,The Five Cheese Pizza
13649,1,2015,Apr,Sat,13:41:00, 20.75 , 20.75 ,L,Chicken,The Barbecue Chicken Pizza
13650,1,2015,Apr,Sat,14:10:00, 12.00 , 12.00 ,S,Veggie,The Mediterranean Pizza
13651,1,2015,Apr,Sat,14:10:00, 16.25 , 16.25 ,M,Supreme,The Sicilian Pizza
13652,1,2015,Apr,Sat,14:23:00, 20.25 , 20.25 ,L,Supreme,The Calabrese Pizza
13653,1,2015,Apr,Sat,14:29:00, 18.50 , 18.50 ,L,Veggie,The Five Cheese Pizza
13654,1,2015,Apr,Sat,14:29:00, 13.25 , 13.25 ,M,Classic,The Hawaiian Pizza
13655,1,2015,Apr,Sat,14:35:00, 12.75 , 12.75 ,S,Chicken,The Chicken Pesto Pizza
13656,1,2015,Apr,Sat,14:35:00, 16.50 , 16.50 ,M,Veggie,The Spinach Pesto Pizza
13657,1,2015,Apr,Sat,15:01:00, 25.50 , 25.50 ,XL,Classic,The Greek Pizza
13658,1,2015,Apr,Sat,15:07:00, 12.00 , 12.00 ,S,Veggie,The Green Garden Pizza
13659,1,2015,Apr,Sat,15:07:00, 16.75 , 16.75 ,M,Veggie,The Italian Vegetables Pizza
13660,1,2015,Apr,Sat,15:07:00, 20.75 , 20.75 ,L,Supreme,The Pepper Salami Pizza
13661,1,2015,Apr,Sat,15:07:00, 20.75 , 20.75 ,L,Supreme,The Spinach Supreme Pizza
13662,1,2015,Apr,Sat,15:20:00, 20.75 , 20.75 ,L,Veggie,The Spinach Pesto Pizza
13663,1,2015,Apr,Sat,15:38:00, 13.25 , 13.25 ,M,Classic,The Hawaiian Pizza
13664,1,2015,Apr,Sat,15:47:00, 16.00 , 16.00 ,M,Veggie,The Mexicana Pizza
13665,1,2015,Apr,Sat,15:55:00, 12.00 , 12.00 ,S,Classic,The Classic Deluxe Pizza
13666,1,2015,Apr,Sat,15:55:00, 12.50 , 12.50 ,S,Supreme,The Spicy Italian Pizza
13667,1,2015,Apr,Sat,15:55:00, 12.00 , 12.00 ,S,Classic,The Greek Pizza
13668,1,2015,Apr,Sat,15:56:00, 16.00 , 16.00 ,M,Classic,The Classic Deluxe Pizza
13669,1,2015,Apr,Sat,15:56:00, 12.00 , 12.00 ,S,Classic,The Classic Deluxe Pizza
13670,1,2015,Apr,Sat,15:56:00, 20.25 , 20.25 ,L,Veggie,The Mexicana Pizza
13671,1,2015,Apr,Sat,16:11:00, 18.50 , 18.50 ,L,Veggie,The Five Cheese Pizza
13672,1,2015,Apr,Sat,16:11:00, 10.50 , 10.50 ,S,Classic,The Hawaiian Pizza
13673,1,2015,Apr,Sat,16:12:00, 20.75 , 20.75 ,L,Chicken,The Barbecue Chicken Pizza
13674,1,2015,Apr,Sat,16:12:00, 20.25 , 20.25 ,L,Veggie,The Mexicana Pizza
13675,1,2015,Apr,Sat,16:12:00, 12.50 , 12.50 ,M,Classic,The Pepperoni Pizza
13676,1,2015,Apr,Sat,16:19:00, 20.75 , 20.75 ,L,Chicken,The Barbecue Chicken Pizza
13677,1,2015,Apr,Sat,16:19:00, 17.95 , 17.95 ,L,Veggie,The Four Cheese Pizza
13678,1,2015,Apr,Sat,16:19:00, 11.00 , 11.00 ,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
13679,1,2015,Apr,Sat,16:19:00, 25.50 , 25.50 ,XL,Classic,The Greek Pizza
13680,1,2015,Apr,Sat,16:25:00, 20.25 , 20.25 ,L,Veggie,The Mexicana Pizza
13681,1,2015,Apr,Sat,16:25:00, 14.50 , 14.50 ,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
13682,1,2015,Apr,Sat,16:25:00, 12.50 , 12.50 ,S,Supreme,The Spinach Supreme Pizza
13683,1,2015,Apr,Sat,16:25:00, 25.50 , 25.50 ,XL,Classic,The Greek Pizza
13684,1,2015,Apr,Sat,16:29:00, 12.50 , 12.50 ,M,Classic,The Pepperoni Pizza
13685,1,2015,Apr,Sat,16:29:00, 16.50 , 16.50 ,M,Supreme,The Prosciutto and Arugula Pizza
13686,1,2015,Apr,Sat,16:29:00, 20.75 , 20.75 ,L,Veggie,The Spinach Pesto Pizza
13687,1,2015,Apr,Sat,16:29:00, 12.00 , 12.00 ,S,Veggie,The Spinach and Feta Pizza
13688,1,2015,Apr,Sat,16:31:00, 16.75 , 16.75 ,M,Chicken,The Chicken Alfredo Pizza
13689,1,2015,Apr,Sat,16:31:00, 20.25 , 20.25 ,L,Veggie,The Mexicana Pizza
13690,1,2015,Apr,Sat,16:31:00, 12.00 , 12.00 ,S,Classic,The Greek Pizza
13691,1,2015,Apr,Sat,16:53:00, 20.75 , 20.75 ,L,Chicken,The Chicken Pesto Pizza
13692,1,2015,Apr,Sat,16:53:00, 12.50 , 12.50 ,S,Supreme,The Soppressata Pizza
13693,1,2015,Apr,Sat,16:53:00, 16.00 , 16.00 ,M,Veggie,The Spinach and Feta Pizza
13694,1,2015,Apr,Sat,16:53:00, 20.75 , 20.75 ,L,Chicken,The Thai Chicken Pizza
13695,1,2015,Apr,Sat,17:02:00, 20.75 , 20.75 ,L,Chicken,The Barbecue Chicken Pizza
13696,1,2015,Apr,Sat,17:02:00, 16.50 , 16.50 ,L,Classic,The Hawaiian Pizza
13697,1,2015,Apr,Sat,17:02:00, 20.25 , 20.25 ,L,Veggie,The Mexicana Pizza
13698,1,2015,Apr,Sat,17:09:00, 20.25 , 20.25 ,L,Veggie,The Vegetables + Vegetables Pizza
13699,1,2015,Apr,Sat,17:10:00, 18.50 , 18.50 ,L,Veggie,The Five Cheese Pizza
13700,1,2015,Apr,Sat,17:10:00, 20.75 , 20.75 ,L,Supreme,The Spicy Italian Pizza
13701,1,2015,Apr,Sat,17:10:00, 20.75 , 20.75 ,L,Chicken,The Thai Chicken Pizza
13702,2,2015,Apr,Sat,17:19:00, 20.75 , 41.50 ,L,Chicken,The Barbecue Chicken Pizza
13703,1,2015,Apr,Sat,17:19:00, 12.00 , 12.00 ,S,Classic,The Big Meat Pizza
13704,1,2015,Apr,Sat,17:19:00, 20.75 , 20.75 ,L,Supreme,The Pepper Salami Pizza
13705,1,2015,Apr,Sat,17:51:00, 12.00 , 12.00 ,S,Classic,The Big Meat Pizza
13706,1,2015,Apr,Sat,18:05:00, 12.75 , 12.75 ,S,Chicken,The Barbecue Chicken Pizza
13707,1,2015,Apr,Sat,18:13:00, 16.75 , 16.75 ,M,Chicken,The Barbecue Chicken Pizza
13708,1,2015,Apr,Sat,18:13:00, 12.50 , 12.50 ,S,Supreme,The Pepper Salami Pizza
13709,1,2015,Apr,Sat,18:25:00, 12.50 , 12.50 ,S,Supreme,The Soppressata Pizza
13710,1,2015,Apr,Sat,18:25:00, 20.75 , 20.75 ,L,Chicken,The Thai Chicken Pizza
13711,1,2015,Apr,Sat,18:31:00, 20.75 , 20.75 ,L,Chicken,The Barbecue Chicken Pizza
13712,1,2015,Apr,Sat,18:40:00, 16.75 , 16.75 ,M,Chicken,The Southwest Chicken Pizza
13713,1,2015,Apr,Sat,18:44:00, 16.75 , 16.75 ,M,Veggie,The Italian Vegetables Pizza
13714,1,2015,Apr,Sat,18:44:00, 20.75 , 20.75 ,L,Supreme,The Spicy Italian Pizza
13715,1,2015,Apr,Sat,18:48:00, 12.50 , 12.50 ,S,Supreme,The Spicy Italian Pizza
13716,1,2015,Apr,Sat,18:57:00, 18.50 , 18.50 ,L,Veggie,The Five Cheese Pizza
13717,1,2015,Apr,Sat,19:09:00, 10.50 , 10.50 ,S,Classic,The Hawaiian Pizza
13718,1,2015,Apr,Sat,19:09:00, 20.25 , 20.25 ,L,Veggie,The Mediterranean Pizza
13719,1,2015,Apr,Sat,19:09:00, 12.50 , 12.50 ,S,Veggie,The Spinach Pesto Pizza
13720,1,2015,Apr,Sat,19:09:00, 16.00 , 16.00 ,M,Veggie,The Vegetables + Vegetables Pizza
13721,1,2015,Apr,Sat,19:11:00, 17.95 , 17.95 ,L,Veggie,The Four Cheese Pizza
13722,1,2015,Apr,Sat,19:11:00, 12.50 , 12.50 ,M,Classic,The Pepperoni Pizza
13723,1,2015,Apr,Sat,19:12:00, 18.50 , 18.50 ,L,Veggie,The Five Cheese Pizza
13724,1,2015,Apr,Sat,19:12:00, 12.00 , 12.00 ,S,Veggie,The Mediterranean Pizza
13725,1,2015,Apr,Sat,19:38:00, 16.50 , 16.50 ,M,Supreme,The Italian Supreme Pizza
13726,1,2015,Apr,Sat,19:38:00, 12.50 , 12.50 ,S,Supreme,The Prosciutto and Arugula Pizza
13727,1,2015,Apr,Sat,19:38:00, 20.75 , 20.75 ,L,Supreme,The Soppressata Pizza
13728,1,2015,Apr,Sat,19:48:00, 16.75 , 16.75 ,M,Chicken,The Barbecue Chicken Pizza
13729,1,2015,Apr,Sat,19:48:00, 16.50 , 16.50 ,L,Classic,The Hawaiian Pizza
13730,1,2015,Apr,Sat,19:48:00, 20.75 , 20.75 ,L,Supreme,The Prosciutto and Arugula Pizza
13731,1,2015,Apr,Sat,19:48:00, 16.00 , 16.00 ,M,Classic,The Greek Pizza
13732,1,2015,Apr,Sat,20:10:00, 17.95 , 17.95 ,L,Veggie,The Four Cheese Pizza
13733,1,2015,Apr,Sat,20:10:00, 16.75 , 16.75 ,M,Veggie,The Italian Vegetables Pizza
13734,1,2015,Apr,Sat,20:10:00, 15.25 , 15.25 ,L,Classic,The Pepperoni Pizza
13735,1,2015,Apr,Sat,20:10:00, 16.50 , 16.50 ,M,Supreme,The Prosciutto and Arugula Pizza
13736,1,2015,Apr,Sat,20:10:00, 20.25 , 20.25 ,L,Veggie,The Mexicana Pizza
13737,1,2015,Apr,Sat,20:14:00, 10.50 , 10.50 ,S,Classic,The Hawaiian Pizza
13738,1,2015,Apr,Sat,20:14:00, 16.25 , 16.25 ,M,Supreme,The Sicilian Pizza
13739,1,2015,Apr,Sat,20:20:00, 16.75 , 16.75 ,M,Chicken,The Barbecue Chicken Pizza
13740,2,2015,Apr,Sat,20:20:00, 20.75 , 41.50 ,L,Supreme,The Spicy Italian Pizza
13741,1,2015,Apr,Sat,20:20:00, 16.00 , 16.00 ,M,Classic,The Greek Pizza
13742,1,2015,Apr,Sat,20:42:00, 12.00 , 12.00 ,S,Veggie,The Vegetables + Vegetables Pizza
13743,1,2015,Apr,Sat,20:48:00, 10.50 , 10.50 ,S,Classic,The Hawaiian Pizza
13744,1,2015,Apr,Sat,20:48:00, 12.75 , 12.75 ,S,Veggie,The Italian Vegetables Pizza
13745,1,2015,Apr,Sat,20:48:00, 16.00 , 16.00 ,M,Veggie,The Mexicana Pizza
13746,1,2015,Apr,Sat,20:48:00, 20.75 , 20.75 ,L,Supreme,The Pepper Salami Pizza
13747,1,2015,Apr,Sat,20:52:00, 12.75 , 12.75 ,S,Chicken,The Barbecue Chicken Pizza
13748,1,2015,Apr,Sat,20:52:00, 12.00 , 12.00 ,S,Veggie,The Green Garden Pizza
13749,1,2015,Apr,Sat,20:52:00, 9.75 , 9.75 ,S,Classic,The Pepperoni Pizza
13750,1,2015,Apr,Sat,21:04:00, 16.50 , 16.50 ,M,Supreme,The Spicy Italian Pizza
13751,1,2015,Apr,Sat,21:04:00, 16.50 , 16.50 ,M,Veggie,The Spinach Pesto Pizza
